题目1: 77.0×7.0=
题目8598: 96.0-11.0=
题目8599: (92.0-66.0)×19.0=
题目8600: 35.0÷10.0=
题目8601: 2.0÷56.0÷70.0=
题目8602: 86.0-65.0=
题目8603: 48.0÷8.0=
题目8604: 58.0×74.0+88.0=
题目8605: (79.0-29.0)÷70.0=
题目8606: 6.0÷74.0=
题目8607: 25.0×43.0=
题目8608: 65.0×75.0=
题目8609: 92.0-31.0+45.0=
题目8610: 22.0+67.0×77.0=
题目8611: 74.0×95.0÷37.0=
题目8612: 35.0×73.0=
题目8613: 94.0×51.0=
题目8614: 5.0÷97.0+5.0=
题目8615: 60.0+17.0÷90.0=
题目8616: 59.0×43.0+86.0=
题目8617: 83.0+21.0=
题目8618: 96.0×56.0=
题目8619: 58.0÷75.0=
题目8620: 21.0÷100.0+7.0=
题目8621: 33.0×53.0×87.0=
题目8622: 72.0×45.0+24.0=
题目8623: 76.0×38.0=
题目8624: 52.0×68.0+88.0=
题目8625: 40.0÷78.0=
题目8626: 48.0×25.0=
题目8627: 71.0+77.0÷34.0-37.0=
题目8628: 63.0-54.0=
题目8629: 37.0-5.0=
题目8630: 46.0×89.0+70.0=
题目8631: 7.0×62.0=
题目8632: 23.0×20.0=
题目8633: 79.0+68.0×69.0=
题目8634: 41.0×92.0=
题目8635: 24.0+52.0÷51.0+62.0=
题目8636: 95.0+39.0=
题目8637: 48.0+83.0×99.0=
题目8638: 85.0+66.0-85.0=
题目8639: 92.0÷77.0=
题目8640: 6.0÷61.0÷24.0=
题目8641: 44.0×5.0×94.0=
题目8642: 13.0×90.0=
题目8643: 93.0+52.0-68.0=
题目8644: 95.0×77.0=
题目8645: 77.0+26.0×67.0=
题目8646: 83.0+74.0=
题目8647: 88.0+17.0-64.0=
题目8648: 59.0×19.0=
题目8649: 59.0+79.0×54.0=
题目8650: (95.0-94.0)×97.0=
题目8651: 18.0+17.0×20.0=
题目8652: 85.0÷28.0×37.0=
题目8653: 95.0×70.0=
题目8654: 84.0-47.0=
题目8655: 88.0-57.0=
题目8656: 35.0×62.0=
题目8657: 70.0÷49.0÷15.0=
题目8658: 19.0÷58.0+96.0=
题目8659: 28.0+60.0×21.0=
题目8660: 64.0+24.0×5.0=
题目8661: 30.0÷68.0×36.0=
题目8662: 84.0×84.0=
题目8663: 46.0-32.0+22.0=
题目8664: 53.0+47.0÷19.0=
题目8665: 12.0÷29.0+9.0=
题目8666: 63.0+5.0=
题目8667: 17.0×46.0+67.0=
题目8668: 97.0-9.0=
题目8669: 84.0-37.0=
题目8670: (91.0-8.0)×42.0=
题目8671: 76.0+24.0+45.0=
题目8672: 42.0÷25.0÷28.0=
题目8673: 9.0÷89.0÷52.0=
题目8674: 91.0+7.0=
题目8675: 72.0-50.0=
题目8676: 77.0+35.0=
题目8677: 51.0×94.0÷37.0=
题目8678: 18.0-8.0=
题目8679: 32.0×31.0=
题目8680: 18.0÷55.0=
题目8681: 28.0÷99.0=
题目8682: 98.0+77.0-86.0=
题目8683: 55.0×57.0=
题目8684: 15.0×100.0=
题目8685: 48.0÷83.0+1.0=
题目8686: 66.0+29.0=
题目8687: 16.0-2.0=
题目8688: 80.0×32.0=
题目8689: 11.0×55.0=
题目8690: 99.0÷77.0÷30.0=
题目8691: 41.0×64.0+5.0=
题目8692: 39.0×58.0=
题目8693: (33.0-2.0)÷21.0=
题目8694: 27.0÷3.0×77.0=
题目8695: 5.0×55.0×40.0=
题目8696: 27.0×12.0×47.0=
题目8697: 38.0-37.0=
题目8698: (30.0-20.0)×93.0=
题目8699: 4.0÷96.0=
题目8700: 45.0÷80.0+36.0=
题目8701: 28.0+81.0×14.0=
题目8702: 23.0÷50.0+32.0=
题目8703: (79.0-28.0)×55.0=
题目8704: 18.0÷68.0=
题目8705: 61.0÷37.0=
题目8706: 36.0×74.0÷65.0=
题目8707: 3.0+76.0=
题目8708: 90.0×90.0+42.0=
题目8709: (59.0-40.0)×18.0=
题目8710: 99.0×98.0÷95.0=
题目8711: 76.0×49.0=
题目8712: 31.0×6.0=
题目8713: 85.0×3.0+47.0=
题目8714: 82.0÷62.0÷79.0=
题目8715: 85.0×12.0=
题目8716: 12.0+96.0=
题目8717: 29.0-17.0+96.0=
题目8718: 1.0÷67.0÷69.0=
题目8719: 90.0÷72.0÷32.0=
题目8720: 77.0-53.0=
题目8721: 87.0+31.0=
题目8722: 11.0×52.0+57.0=
题目8723: 70.0+67.0-19.0=
题目8724: 22.0÷55.0=
题目8725: 60.0×80.0÷34.0=
题目8726: 59.0×6.0+91.0=
题目8727: 4.0×16.0=
题目8728: 13.0+57.0=
题目8729: 87.0÷52.0=
题目8730: 25.0+1.0=
题目8731: 44.0×96.0=
题目8732: 10.0+6.0÷30.0+69.0=
题目8733: 97.0×21.0=
题目8734: 15.0×38.0=
题目8735: 81.0×17.0=
题目8736: 81.0+88.0=
题目8737: 67.0×38.0+86.0=
题目8738: 48.0÷83.0=
题目8739: 75.0÷50.0×40.0=
题目8740: 14.0×84.0+87.0=
题目8741: 19.0+49.0-88.0+92.0=
题目8742: 31.0÷59.0=
题目8743: 98.0+36.0-65.0=
题目8744: 98.0+61.0+37.0=
题目8745: 26.0-25.0=
题目8746: 97.0×84.0+74.0=
题目8747: 93.0+58.0=
题目8748: 49.0×72.0=
题目8749: 34.0+42.0=
题目8750: 49.0÷87.0×27.0=
题目8751: 95.0+77.0×84.0=
题目8752: 12.0÷99.0=
题目8753: 65.0×48.0=
题目8754: 9.0×28.0=
题目8755: 52.0+25.0+48.0=
题目8756: 23.0×72.0+34.0=
题目8757: 27.0÷67.0=
题目8758: 7.0×39.0+4.0=
题目8759: 36.0-82.0+94.0=
题目8760: 32.0÷29.0=
题目8761: 50.0×59.0+47.0=
题目8762: 80.0×38.0=
题目8763: 30.0×77.0=
题目8764: 76.0-33.0=
题目8765: 60.0×49.0+82.0=
题目8766: 93.0+31.0÷62.0=
题目8767: 42.0×68.0=
题目8768: 49.0÷34.0×97.0=
题目8769: 87.0+62.0×25.0=
题目8770: 19.0+56.0×53.0=
题目8771: 90.0+54.0+31.0=
题目8772: (74.0-64.0)×38.0=
题目8773: 99.0+76.0-62.0=
题目8774: 75.0+94.0-5.0=
题目8775: 100.0÷93.0=
题目8776: 81.0÷63.0=
题目8777: 93.0×100.0=
题目8778: 6.0÷2.0=
题目8779: 74.0+94.0÷11.0=
题目8780: 55.0÷62.0+84.0=
题目8781: 26.0+46.0-31.0=
题目8782: 77.0+12.0=
题目8783: 1.0+20.0+75.0+62.0=
题目8784: 45.0÷16.0+38.0=
题目8785: 43.0+96.0-14.0=
题目8786: 94.0+91.0÷99.0-35.0=
题目8787: 26.0÷95.0+32.0=
题目8788: 50.0÷71.0=
题目8789: (68.0-29.0)÷60.0=
题目8790: 85.0÷27.0=
题目8791: (82.0-54.0)÷17.0=
题目8792: 44.0÷57.0=
题目8793: 14.0×23.0×73.0=
题目8794: 40.0+5.0=
题目8795: 41.0÷51.0=
题目8796: (89.0-32.0)×58.0=
题目8797: 4.0×29.0×19.0=
题目8798: 90.0+78.0+34.0=
题目8799: 86.0+51.0÷88.0×88.0=
题目8800: 21.0+46.0=
题目8801: 76.0+57.0×38.0=
题目8802: 78.0-32.0=
题目8803: (77.0-58.0)÷62.0=
题目8804: 30.0+72.0×66.0=
题目8805: 96.0÷29.0÷65.0=
题目8806: 95.0×68.0=
题目8807: 74.0÷16.0+95.0=
题目8808: (14.0-12.0)÷21.0=
题目8809: 73.0+24.0÷48.0+37.0=
题目8810: 18.0-3.0=
题目8811: 28.0-18.0=
题目8812: 75.0-50.0=
题目8813: 59.0+84.0+8.0=
题目8814: 58.0×15.0×98.0=
题目8815: 58.0+6.0×66.0=
题目8816: 28.0+57.0=
题目8817: 77.0÷14.0+82.0=
题目8818: 42.0×96.0÷29.0=
题目8819: 86.0-24.0=
题目8820: 99.0×94.0+25.0=
题目8821: 84.0×31.0×46.0=
题目8822: 54.0+90.0=
题目8823: 66.0+70.0÷56.0×1.0=
题目8824: 33.0÷50.0=
题目8825: 95.0+35.0÷39.0=
题目8826: 91.0-77.0=
题目8827: 81.0-71.0=
题目8828: (34.0-15.0)×80.0=
题目8829: 34.0+59.0=
题目8830: 43.0+49.0-92.0=
题目8831: 80.0-50.0=
题目8832: 40.0×66.0+1.0=
题目8833: 72.0-21.0+19.0=
题目8834: 93.0+55.0=
题目8835: 86.0+22.0÷24.0+38.0=
题目8836: 13.0×99.0+61.0=
题目8837: 77.0-38.0=
题目8838: (64.0-61.0)×80.0=
题目8839: 2.0×1.0×21.0=
题目8840: 80.0÷49.0+21.0=
题目8841: 98.0+33.0×25.0=
题目8842: 48.0÷68.0=
题目8843: 96.0×40.0÷14.0=
题目8844: 58.0+64.0=
题目8845: 27.0×7.0+22.0=
题目8846: 30.0+86.0×75.0=
题目8847: 2.0÷99.0=
题目8848: 25.0×59.0+53.0=
题目8849: 30.0+8.0×61.0=
题目8850: 86.0-8.0=
题目8851: 63.0×14.0×51.0=
题目8852: 42.0÷89.0=
题目8853: 97.0×61.0=
题目8854: 56.0-39.0=
题目8855: 43.0+7.0×2.0=
题目8856: 13.0×9.0×22.0=
题目8857: 57.0+61.0-16.0=
题目8858: 91.0-8.0=
题目8859: 80.0-9.0=
题目8860: 44.0+40.0+15.0=
题目8861: 80.0÷89.0=
题目8862: 70.0×45.0=
题目8863: 14.0×2.0÷82.0=
题目8864: 19.0+76.0=
题目8865: 62.0×75.0=
题目8866: 27.0+65.0+100.0+99.0=
题目8867: 82.0÷65.0÷4.0=
题目8868: 44.0+26.0-77.0+88.0=
题目8869: 74.0-82.0+95.0=
题目8870: 95.0×12.0÷83.0=
题目8871: 2.0+29.0=
题目8872: 2.0+52.0÷66.0=
题目8873: 65.0+85.0÷46.0=
题目8874: 66.0-56.0=
题目8875: 29.0÷42.0=
题目8876: 48.0+47.0+27.0+80.0=
题目8877: 51.0+32.0+2.0=
题目8878: 8.0÷78.0÷25.0=
题目8879: 63.0+89.0÷48.0=
题目8880: 6.0×48.0+82.0=
题目8881: 74.0÷1.0=
题目8882: 49.0-90.0+98.0=
题目8883: 86.0×38.0÷90.0=
题目8884: 31.0×21.0=
题目8885: 79.0-35.0=
题目8886: 95.0×31.0=
题目8887: 68.0-32.0=
题目8888: 82.0×91.0=
题目8889: 91.0÷46.0=
题目8890: 8.0+41.0=
题目8891: 12.0×75.0+9.0=
题目8892: (90.0-60.0)÷6.0=
题目8893: 98.0+58.0=
题目8894: 52.0×40.0=
题目8895: (75.0-46.0)×14.0=
题目8896: 70.0×28.0=
题目8897: (51.0-36.0)×2.0=
题目8898: 25.0+73.0+85.0=
题目8899: 25.0-11.0=
题目8900: 84.0-46.0=
题目8901: 8.0+80.0÷79.0×80.0=
题目8902: 34.0×83.0×78.0=
题目8903: 44.0÷10.0=
题目8904: 88.0÷74.0=
题目8905: 100.0+9.0+98.0=
题目8906: 24.0÷80.0=
题目8907: 41.0+27.0+45.0=
题目8908: 70.0-14.0=
题目8909: 6.0÷6.0÷61.0=
题目8910: 9.0+25.0=
题目8911: 12.0+77.0×84.0=
题目8912: 31.0×63.0=
题目8913: 66.0-60.0=
题目8914: 69.0÷35.0=
题目8915: 68.0+88.0×4.0=
题目8916: 57.0+65.0×71.0+80.0=
题目8917: 45.0-34.0=
题目8918: 87.0×93.0=
题目8919: 79.0+55.0-26.0=
题目8920: 89.0+11.0=
题目8921: 98.0÷17.0×50.0=
题目8922: 37.0-23.0=
题目8923: 67.0+65.0=
题目8924: 27.0+77.0×82.0=
题目8925: 69.0-57.0=
题目8926: 34.0+28.0÷36.0=
题目8927: 90.0+6.0-42.0=
题目8928: 42.0×13.0×99.0=
题目8929: 18.0÷11.0+41.0=
题目8930: 53.0+64.0=
题目8931: 54.0÷51.0=
题目8932: 43.0+27.0=
题目8933: 10.0÷76.0=
题目8934: 28.0×14.0÷34.0=
题目8935: 23.0+93.0+49.0=
题目8936: 52.0÷48.0=
题目8937: 96.0-2.0=
题目8938: 5.0+41.0+36.0=
题目8939: 98.0+69.0+83.0+98.0=
题目8940: 56.0÷70.0=
题目8941: 51.0+47.0=
题目8942: (97.0-78.0)÷22.0=
题目8943: 53.0÷23.0÷74.0=
题目8944: 74.0×68.0=
题目8945: 89.0×10.0=
题目8946: 89.0+91.0=
题目8947: 48.0+2.0=
题目8948: 25.0×12.0+27.0=
题目8949: 66.0+57.0=
题目8950: 77.0+83.0÷28.0=
题目8951: 25.0+95.0×7.0=
题目8952: 44.0÷11.0÷43.0=
题目8953: 78.0×22.0=
题目8954: 62.0×33.0+19.0=
题目8955: 64.0-43.0=
题目8956: 58.0-1.0=
题目8957: 65.0÷78.0=
题目8958: 7.0+71.0=
题目8959: 18.0×81.0+80.0=
题目8960: 55.0×3.0×81.0=
题目8961: 58.0÷61.0=
题目8962: 9.0-50.0+78.0=
题目8963: 67.0+31.0+55.0=
题目8964: 46.0+46.0=
题目8965: 76.0×90.0+79.0=
题目8966: 79.0-13.0=
题目8967: 86.0×40.0+58.0=
题目8968: 54.0×92.0=
题目8969: 53.0÷44.0=
题目8970: 92.0×21.0=
题目8971: 65.0×6.0+22.0=
题目8972: 78.0+48.0×31.0=
题目8973: 68.0-17.0=
题目8974: 88.0×14.0=
题目8975: 89.0-6.0=
题目8976: 100.0-68.0=
题目8977: 90.0÷100.0=
题目8978: 1.0÷68.0+71.0=
题目8979: 26.0÷30.0+78.0=
题目8980: 69.0÷40.0=
题目8981: 72.0÷31.0+82.0=
题目8982: 95.0-17.0=
题目8983: 8.0+94.0-8.0=
题目8984: 5.0×95.0×100.0=
题目8985: 66.0+83.0+44.0=
题目8986: 21.0÷87.0=
题目8987: 6.0+62.0+59.0+79.0=
题目8988: 68.0+93.0=
题目8989: 38.0-22.0=
题目8990: 59.0+44.0=
题目8991: 56.0+74.0÷44.0=
题目8992: 45.0-4.0=
题目8993: 16.0÷12.0=
题目8994: 38.0+97.0-25.0=
题目8995: 82.0-39.0=
题目8996: 31.0+33.0+23.0=
题目8997: 52.0÷97.0÷56.0=
题目8998: 84.0÷100.0÷31.0=
题目8999: 70.0-43.0+32.0=
题目9000: 25.0×33.0×24.0=
题目9001: 30.0+75.0=
题目9002: 67.0×20.0=
题目9003: 56.0×55.0+46.0=
题目9004: 15.0÷39.0×71.0=
题目9005: 11.0+70.0+100.0+8.0=
题目9006: 15.0÷15.0=
题目9007: 27.0×96.0=
题目9008: 85.0×56.0+41.0=
题目9009: 92.0+90.0+95.0=
题目9010: 48.0÷96.0=
题目9011: 1.0÷52.0=
题目9012: 41.0÷6.0=
题目9013: 41.0+76.0=
题目9014: 28.0-5.0=
题目9015: 84.0-64.0=
题目9016: 18.0÷22.0+100.0=
题目9017: 10.0-1.0=
题目9018: 2.0×70.0=
题目9019: 68.0+53.0÷59.0-8.0=
题目9020: 22.0+42.0=
题目9021: 33.0+84.0+84.0=
题目9022: 98.0×69.0+78.0=
题目9023: 66.0+52.0=
题目9024: 91.0-35.0-44.0=
题目9025: 40.0÷4.0÷5.0=
题目9026: 10.0+27.0=
题目9027: 85.0-5.0=
题目9028: 8.0÷88.0×55.0=
题目9029: 78.0×38.0+28.0=
题目9030: 53.0×51.0÷45.0=
题目9031: 76.0÷78.0=
题目9032: 61.0×84.0=
题目9033: 44.0×94.0÷88.0=
题目9034: 97.0÷84.0+61.0=
题目9035: (98.0-10.0)×24.0=
题目9036: 31.0+85.0=
题目9037: 26.0÷66.0+63.0=
题目9038: 42.0+18.0×31.0+79.0=
题目9039: 16.0×85.0+92.0=
题目9040: (65.0-10.0)÷75.0=
题目9041: 86.0×13.0+32.0=
题目9042: 3.0÷32.0=
题目9043: 88.0+25.0=
题目9044: (63.0-28.0)÷83.0=
题目9045: 39.0×71.0=
题目9046: 30.0×68.0=
题目9047: 1.0-38.0+57.0=
题目9048: 41.0×86.0=
题目9049: (100.0-86.0)×53.0=
题目9050: 18.0+63.0+39.0=
题目9051: (32.0-31.0)÷88.0=
题目9052: 50.0+65.0+38.0=
题目9053: (100.0-55.0)×7.0=
题目9054: 73.0÷33.0+1.0=
题目9055: 58.0×58.0÷35.0=
题目9056: 34.0×45.0=
题目9057: 79.0÷25.0=
题目9058: 60.0×37.0=
题目9059: 69.0-54.0=
题目9060: 74.0×73.0×46.0=
题目9061: 76.0+22.0-66.0=
题目9062: 29.0+92.0÷49.0-26.0=
题目9063: 15.0÷61.0=
题目9064: 55.0×79.0+75.0=
题目9065: 70.0×79.0=
题目9066: 66.0+12.0=
题目9067: 25.0÷63.0=
题目9068: 65.0-21.0=
题目9069: 83.0+98.0=
题目9070: 58.0×36.0=
题目9071: 35.0+72.0=
题目9072: 73.0×34.0=
题目9073: 61.0+84.0×71.0=
题目9074: 18.0+31.0=
题目9075: 97.0×17.0+17.0=
题目9076: 84.0×93.0÷19.0=
题目9077: 77.0÷56.0=
题目9078: 86.0÷42.0=
题目9079: 72.0÷54.0÷30.0=
题目9080: 7.0+92.0=
题目9081: 27.0×10.0=
题目9082: 94.0×82.0=
题目9083: 67.0×39.0×1.0=
题目9084: 58.0÷3.0=
题目9085: 55.0+51.0=
题目9086: 79.0×3.0÷3.0=
题目9087: 4.0+86.0=
题目9088: 1.0-70.0+91.0=
题目9089: 50.0-16.0=
题目9090: (94.0-42.0)×78.0=
题目9091: 62.0+24.0=
题目9092: 89.0+52.0=
题目9093: 62.0÷81.0=
题目9094: 47.0÷57.0×99.0=
题目9095: (6.0-1.0)×76.0=
题目9096: 77.0-73.0=
题目9097: 88.0×20.0=
题目9098: 100.0×69.0=
题目9099: 86.0×95.0×23.0=
题目9100: 58.0÷23.0=
题目9101: 77.0÷26.0=
题目9102: 74.0×45.0÷52.0=
题目9103: 22.0-11.0+46.0=
题目9104: 89.0÷75.0=
题目9105: (100.0-75.0)×39.0=
题目9106: 46.0+30.0×44.0=
题目9107: 52.0÷21.0÷54.0=
题目9108: 67.0÷15.0+99.0=
题目9109: 85.0+94.0+15.0=
题目9110: 69.0-47.0+76.0=
题目9111: 64.0+5.0×76.0+11.0=
题目9112: 49.0÷51.0×41.0=
题目9113: 14.0+37.0-97.0+93.0=
题目9114: 72.0÷44.0=
题目9115: 72.0+47.0=
题目9116: 24.0÷83.0=
题目9117: 79.0-9.0-48.0=
题目9118: 76.0+22.0-35.0+9.0=
题目9119: 76.0-43.0=
题目9120: 57.0+50.0=
题目9121: 22.0+92.0=
题目9122: 34.0×9.0+60.0=
题目9123: 64.0×17.0+57.0=
题目9124: 34.0+85.0=
题目9125: 94.0÷91.0=
题目9126: 94.0+78.0×10.0=
题目9127: 83.0×13.0=
题目9128: 41.0×32.0=
题目9129: 32.0÷25.0+59.0=
题目9130: 51.0×52.0=
题目9131: 80.0÷80.0÷2.0=
题目9132: 19.0×41.0=
题目9133: 1.0×3.0=
题目9134: 71.0×43.0=
题目9135: 60.0+6.0=
题目9136: 64.0-40.0=
题目9137: 69.0÷55.0×74.0=
题目9138: 85.0÷17.0×36.0=
题目9139: 50.0÷79.0=
题目9140: 51.0÷77.0=
题目9141: 42.0÷52.0=
题目9142: 22.0×36.0+10.0=
题目9143: 88.0-22.0=
题目9144: 40.0+74.0-8.0=
题目9145: 14.0+80.0÷92.0+62.0=
题目9146: 77.0-22.0=
题目9147: 87.0÷7.0÷94.0=
题目9148: 98.0-76.0=
题目9149: 34.0+83.0=
题目9150: 92.0÷45.0=
题目9151: (66.0-46.0)×98.0=
题目9152: 30.0-25.0=
题目9153: 36.0-20.0+47.0=
题目9154: 64.0+66.0=
题目9155: 75.0×9.0+52.0=
题目9156: 62.0+95.0=
题目9157: 29.0-8.0=
题目9158: 1.0+29.0=
题目9159: (32.0-22.0)×19.0=
题目9160: 2.0÷48.0=
题目9161: 31.0-19.0=
题目9162: 1.0÷35.0=
题目9163: 47.0+91.0=
题目9164: 79.0×66.0=
题目9165: 35.0×55.0=
题目9166: 2.0÷40.0=
题目9167: 16.0+94.0×100.0=
题目9168: 26.0×28.0=
题目9169: 87.0÷70.0=
题目9170: 48.0+84.0×40.0=
题目9171: (93.0-29.0)÷34.0=
题目9172: 77.0-60.0+43.0=
题目9173: 73.0+89.0=
题目9174: 86.0+29.0+66.0=
题目9175: (99.0-86.0)÷81.0=
题目9176: (89.0-77.0)÷4.0=
题目9177: 55.0÷25.0×83.0=
题目9178: 52.0-40.0=
题目9179: 54.0÷59.0=
题目9180: 49.0-24.0=
题目9181: 98.0-44.0=
题目9182: 89.0×87.0÷1.0=
题目9183: (57.0-20.0)÷48.0=
题目9184: 99.0+14.0=
题目9185: 92.0-63.0=
题目9186: 85.0×24.0+22.0=
题目9187: 53.0+88.0=
题目9188: 63.0-30.0=
题目9189: 43.0×70.0×87.0=
题目9190: 90.0+58.0=
题目9191: 35.0+33.0=
题目9192: 25.0+45.0÷41.0-12.0=
题目9193: 75.0-46.0=
题目9194: 13.0÷19.0=
题目9195: 96.0÷100.0=
题目9196: 22.0+74.0=
题目9197: 64.0+12.0+33.0+75.0=
题目9198: 86.0+96.0÷43.0-16.0=
题目9199: 41.0-41.0=
题目9200: 69.0×47.0=
题目9201: 80.0×41.0+84.0=
题目9202: 66.0÷44.0+5.0=
题目9203: 48.0÷98.0=
题目9204: (85.0-41.0)÷38.0=
题目9205: 96.0-59.0=
题目9206: (48.0-25.0)×35.0=
题目9207: 13.0×26.0+70.0=
题目9208: 71.0×79.0÷24.0=
题目9209: 44.0-16.0=
题目9210: 76.0×36.0=
题目9211: 63.0÷67.0=
题目9212: 45.0×7.0+46.0=
题目9213: 43.0+55.0÷77.0=
题目9214: 80.0-73.0+89.0=
题目9215: 88.0+44.0×73.0=
题目9216: (48.0-19.0)÷2.0=
题目9217: 27.0×19.0+31.0=
题目9218: 47.0÷18.0=
题目9219: (73.0-73.0)×16.0=
题目9220: 19.0+48.0=
题目9221: 43.0-35.0=
题目9222: 55.0×88.0=
题目9223: 40.0×44.0=
题目9224: 40.0+63.0×20.0+41.0=
题目9225: 85.0-73.0=
题目9226: 57.0+74.0=
题目9227: 64.0-57.0=
题目9228: 57.0×40.0+75.0=
题目9229: 58.0÷59.0=
题目9230: 52.0×8.0=
题目9231: 65.0-20.0=
题目9232: 95.0-78.0=
题目9233: (82.0-16.0)÷36.0=
题目9234: 87.0-10.0=
题目9235: 15.0+71.0×73.0=
题目9236: 83.0-17.0=
题目9237: 92.0+29.0÷61.0=
题目9238: 62.0×58.0=
题目9239: 75.0+43.0-49.0+24.0=
题目9240: 10.0×93.0=
题目9241: 93.0-92.0=
题目9242: 42.0÷18.0×91.0=
题目9243: 56.0×31.0=
题目9244: 84.0÷14.0=
题目9245: 11.0+82.0+7.0=
题目9246: 15.0×42.0=
题目9247: 28.0-17.0=
题目9248: 52.0-87.0+87.0=
题目9249: 53.0×27.0=
题目9250: 57.0×14.0=
题目9251: 33.0×48.0+31.0=
题目9252: (69.0-16.0)÷28.0=
题目9253: 26.0+64.0=
题目9254: 16.0+71.0-61.0=
题目9255: 68.0-24.0=
题目9256: 62.0+47.0=
题目9257: 24.0×13.0+85.0=
题目9258: 34.0÷37.0+65.0=
题目9259: 64.0×62.0+2.0=
题目9260: 20.0×1.0=
题目9261: 85.0÷39.0+64.0=
题目9262: 64.0÷32.0+6.0=
题目9263: 38.0×71.0÷37.0=
题目9264: 67.0+23.0×68.0=
题目9265: 42.0+38.0×54.0=
题目9266: 61.0÷86.0=
题目9267: 33.0÷56.0=
题目9268: 4.0+77.0-6.0=
题目9269: 31.0-8.0=
题目9270: 95.0+42.0=
题目9271: 9.0÷48.0+15.0=
题目9272: 68.0÷74.0=
题目9273: 2.0×71.0+20.0=
题目9274: 55.0-22.0=
题目9275: 39.0+12.0÷75.0=
题目9276: 93.0+78.0÷64.0-42.0=
题目9277: 96.0-82.0=
题目9278: 22.0×100.0×97.0=
题目9279: 43.0+88.0-4.0=
题目9280: 33.0+90.0×83.0=
题目9281: 81.0+34.0÷52.0-76.0=
题目9282: (51.0-48.0)÷57.0=
题目9283: 95.0÷93.0=
题目9284: 89.0+48.0=
题目9285: 13.0×55.0=
题目9286: 38.0×14.0+56.0=
题目9287: 47.0-3.0=
题目9288: 1.0+79.0+21.0=
题目9289: 97.0-56.0=
题目9290: (99.0-11.0)÷36.0=
题目9291: 99.0+99.0×92.0=
题目9292: 22.0÷69.0×74.0=
题目9293: 11.0×81.0=
题目9294: 72.0÷81.0=
题目9295: 60.0-23.0=
题目9296: 73.0-19.0=
题目9297: 16.0-6.0+62.0=
题目9298: 65.0+76.0=
题目9299: 99.0-55.0+38.0=
题目9300: 99.0+46.0×85.0=
题目9301: 84.0÷81.0×61.0=
题目9302: 10.0×71.0=
题目9303: 40.0-28.0+18.0=
题目9304: 85.0+11.0=
题目9305: 99.0+39.0=
题目9306: 7.0÷12.0=
题目9307: 100.0-65.0+52.0=
题目9308: 44.0+79.0×72.0=
题目9309: (90.0-29.0)×33.0=
题目9310: (31.0-3.0)×90.0=
题目9311: 40.0×7.0×36.0=
题目9312: 82.0-49.0=
题目9313: 76.0×70.0=
题目9314: 62.0÷81.0=
题目9315: 64.0+66.0=
题目9316: 21.0+22.0=
题目9317: (78.0-8.0)÷29.0=
题目9318: 87.0÷90.0=
题目9319: 24.0×68.0×34.0=
题目9320: 9.0÷20.0=
题目9321: 57.0-8.0=
题目9322: 76.0+9.0×7.0=
题目9323: 55.0÷73.0=
题目9324: 74.0÷49.0÷16.0=
题目9325: 82.0×97.0÷35.0=
题目9326: (56.0-6.0)×50.0=
题目9327: 22.0+1.0÷16.0=
题目9328: 9.0+86.0-25.0=
题目9329: 82.0÷88.0×10.0=
题目9330: 87.0÷48.0=
题目9331: 99.0÷80.0=
题目9332: 7.0÷52.0×47.0=
题目9333: 49.0÷6.0=
题目9334: 88.0+32.0=
题目9335: 65.0÷49.0÷33.0=
题目9336: 5.0×71.0=
题目9337: 34.0×55.0=
题目9338: 46.0÷61.0=
题目9339: 32.0÷25.0+5.0=
题目9340: 29.0÷39.0×5.0=
题目9341: 34.0×25.0÷58.0=
题目9342: 51.0+57.0-53.0=
题目9343: 58.0÷23.0=
题目9344: 88.0÷48.0=
题目9345: 63.0+99.0=
题目9346: 30.0+57.0÷50.0×3.0=
题目9347: 67.0+60.0=
题目9348: 61.0÷16.0÷52.0=
题目9349: 55.0-34.0=
题目9350: 33.0×74.0=
题目9351: (89.0-43.0)÷36.0=
题目9352: 97.0×2.0=
题目9353: 85.0+54.0=
题目9354: 87.0+80.0=
题目9355: 86.0÷61.0×80.0=
题目9356: 13.0×13.0=
题目9357: 98.0+53.0=
题目9358: 94.0-86.0=
题目9359: 63.0÷91.0=
题目9360: 20.0+96.0=
题目9361: 4.0+73.0=
题目9362: 70.0+88.0÷84.0-1.0=
题目9363: 100.0÷57.0=
题目9364: (28.0-12.0)×89.0=
题目9365: 2.0÷79.0+3.0=
题目9366: 90.0+94.0=
题目9367: (85.0-16.0)×51.0=
题目9368: 9.0+13.0=
题目9369: 94.0÷97.0+52.0=
题目9370: 100.0×71.0+65.0=
题目9371: 39.0×56.0÷85.0=
题目9372: 76.0-59.0=
题目9373: 1.0+9.0÷67.0=
题目9374: 92.0÷5.0=
题目9375: 10.0+80.0=
题目9376: 91.0×76.0=
题目9377: 46.0-42.0+3.0=
题目9378: 46.0×7.0=
题目9379: 24.0×98.0+62.0=
题目9380: (61.0-12.0)×31.0=
题目9381: 14.0+100.0=
题目9382: 68.0-10.0=
题目9383: 32.0-48.0+73.0=
题目9384: (59.0-11.0)×64.0=
题目9385: 68.0+67.0×27.0=
题目9386: 65.0÷3.0×1.0=
题目9387: 78.0÷88.0=
题目9388: 33.0-7.0=
题目9389: 4.0×74.0+5.0=
题目9390: 20.0-18.0=
题目9391: 15.0×62.0=
题目9392: 36.0×14.0+68.0=
